***** Observation. ORDER 1 *****
35,34,44 -> 34 : 1
33,43,44 -> 45 : 1
45,44,54 -> 64 : 1
45,44,54 -> 44 : 1
74,64,54 -> 53 : 1
65,64,54 -> 55 : 1
64,54,55 -> 54 : 1
64,54,55 -> 45 : 1
55,65,64 -> 74 : 1
55,65,64 -> 54 : 1
54,53,52 -> 42 : 1
54,53,52 -> 51 : 1
34,44,45 -> 35 : 1
34,44,45 -> 44 : 1
34,44,45 -> 46 : 1
48,38,48 -> 49 : 1
12,13,12 -> 13 : 2
22,12,13 -> 14 : 1
13,12,13 -> 12 : 2
13,12,13 -> 14 : 1
4,3,13 -> 12 : 1
4,3,13 -> 3 : 1
12,13,14 -> 24 : 1
12,13,14 -> 15 : 1
54,55,45 -> 55 : 1
54,55,45 -> 46 : 1
55,45,55 -> 54 : 1
55,45,55 -> 45 : 1
55,45,55 -> 56 : 1
45,35,25 -> 15 : 1
45,35,25 -> 24 : 1
34,35,25 -> 24 : 1
96,95,5 -> 95 : 3
85,95,5 -> 95 : 2
4,5,4 -> 3 : 1
63,64,54 -> 64 : 1
54,64,54 -> 55 : 1
54,64,54 -> 53 : 1
53,54,64 -> 63 : 1
64,54,64 -> 54 : 1
55,54,64 -> 54 : 1
46,56,66 -> 76 : 1
66,76,77 -> 87 : 1
77,76,77 -> 78 : 1
77,76,77 -> 76 : 1
77,76,77 -> 87 : 1
68,69,79 -> 69 : 1
66,67,68 -> 78 : 1
48,58,68 -> 69 : 1
59,58,68 -> 58 : 1
59,58,68 -> 67 : 1
78,68,58 -> 48 : 1
78,68,58 -> 68 : 1
67,68,69 -> 79 : 1
67,68,69 -> 59 : 1
69,79,69 -> 79 : 1
69,79,69 -> 59 : 1
68,69,59 -> 50 : 1
68,69,59 -> 69 : 1
79,69,59 -> 58 : 2
47,37,27 -> 37 : 1
36,37,27 -> 17 : 1
17,16,17 -> 18 : 1
27,17,16 -> 15 : 1
14,15,16 -> 6 : 1
5,15,16 -> 15 : 1
6,16,15 -> 14 : 1
15,16,15 -> 5 : 1
15,16,6 -> 7 : 1
15,16,6 -> 5 : 1
6,7,6 -> 16 : 1
16,6,7 -> 17 : 1
7,6,7 -> 6 : 1
97,87,77 -> 87 : 1
5,95,5 -> 95 : 1
5,95,5 -> 6 : 1
75,85,95 -> 5 : 1
95,85,75 -> 65 : 1
86,85,75 -> 74 : 1
95,96,86 -> 96 : 1
86,96,86 -> 87 : 1
69,68,69 -> 68 : 1
58,68,67 -> 68 : 2
67,68,67 -> 77 : 1
57,67,68 -> 58 : 1
59,69,68 -> 69 : 1
64,65,64 -> 54 : 1
64,65,64 -> 65 : 1
8,9,99 -> 9 : 1
7,8,9 -> 8 : 1
17,7,17 -> 16 : 1
8,7,17 -> 27 : 1
29,20,29 -> 28 : 2
21,20,29 -> 39 : 1
21,20,29 -> 20 : 1
99,9,0 -> 9 : 1
89,79,69 -> 60 : 1
70,79,69 -> 60 : 2
80,70,60 -> 70 : 1
60,70,60 -> 61 : 2
69,60,50 -> 60 : 1
69,60,50 -> 51 : 1
50,60,70 -> 71 : 1
50,60,70 -> 60 : 1
69,60,70 -> 71 : 2
69,60,70 -> 80 : 1
70,60,70 -> 60 : 1
60,70,71 -> 81 : 3
82,81,71 -> 70 : 2
82,83,82 -> 81 : 1
51,61,62 -> 61 : 2
67,77,76 -> 77 : 1
76,77,76 -> 77 : 1
86,76,75 -> 85 : 1
85,75,65 -> 75 : 1
65,75,65 -> 55 : 1
75,74,84 -> 74 : 1
69,60,61 -> 71 : 1
70,60,61 -> 62 : 1
70,60,61 -> 71 : 1
71,70,60 -> 69 : 1
70,60,69 -> 60 : 1
60,70,80 -> 89 : 1
71,70,80 -> 90 : 1
79,70,80 -> 89 : 1
70,80,89 -> 99 : 1
70,80,89 -> 80 : 1
80,70,71 -> 81 : 1
61,71,72 -> 71 : 1
29,28,38 -> 28 : 1
65,55,45 -> 55 : 1
86,96,97 -> 7 : 1
6,96,97 -> 98 : 1
87,97,87 -> 86 : 1
97,98,8 -> 18 : 1
99,98,8 -> 9 : 1
17,18,19 -> 9 : 1
20,30,39 -> 30 : 1
39,30,39 -> 49 : 1
20,10,20 -> 30 : 1
10,20,30 -> 20 : 1
10,20,30 -> 39 : 1
31,21,11 -> 12 : 1
31,21,11 -> 10 : 1
21,11,12 -> 22 : 1
12,22,12 -> 13 : 1
12,22,12 -> 22 : 1
12,22,12 -> 11 : 1
11,12,22 -> 12 : 2
22,12,22 -> 12 : 1
49,40,41 -> 42 : 1
40,41,42 -> 41 : 1
40,41,42 -> 52 : 1
42,43,53 -> 43 : 1
43,42,43 -> 53 : 1
43,42,43 -> 33 : 1
57,47,46 -> 45 : 1
45,46,56 -> 46 : 1
79,78,68 -> 69 : 1
79,78,68 -> 67 : 1
59,50,60 -> 50 : 1
59,50,60 -> 70 : 1
61,60,61 -> 71 : 2
80,89,79 -> 89 : 1
79,89,79 -> 70 : 1
69,79,78 -> 68 : 1
35,36,37 -> 36 : 1
37,36,37 -> 38 : 1
28,27,26 -> 16 : 1
26,36,26 -> 36 : 2
46,36,26 -> 27 : 1
36,26,36 -> 35 : 1
36,26,36 -> 26 : 1
36,26,36 -> 37 : 1
32,42,43 -> 42 : 1
71,72,82 -> 92 : 1
82,72,82 -> 83 : 1
3,13,3 -> 2 : 1
14,13,3 -> 13 : 1
13,3,13 -> 12 : 1
31,21,22 -> 32 : 1
12,22,21 -> 22 : 1
21,22,21 -> 11 : 1
53,43,42 -> 43 : 1
4,5,95 -> 5 : 1
85,84,94 -> 4 : 1
85,84,94 -> 95 : 1
94,84,94 -> 4 : 1
95,5,6 -> 96 : 1
16,26,25 -> 15 : 1
27,26,25 -> 24 : 1
75,65,64 -> 63 : 1
75,65,64 -> 65 : 1
74,64,65 -> 75 : 1
63,64,65 -> 66 : 1
65,64,65 -> 64 : 1
65,64,65 -> 55 : 1
76,75,65 -> 64 : 2
54,44,54 -> 55 : 1
54,55,56 -> 66 : 1
65,55,56 -> 66 : 1
65,55,56 -> 57 : 1
56,55,56 -> 46 : 1
56,55,56 -> 57 : 1
55,56,46 -> 47 : 1
37,47,46 -> 45 : 1
47,37,47 -> 57 : 1
38,37,47 -> 46 : 1
48,38,37 -> 36 : 1
36,35,36 -> 35 : 1
37,36,35 -> 36 : 1
35,36,35 -> 25 : 1
36,35,25 -> 35 : 1
35,36,26 -> 36 : 1
25,24,23 -> 22 : 1
12,2,1 -> 2 : 1
66,56,66 -> 56 : 1
75,65,66 -> 65 : 1
64,65,66 -> 56 : 1
55,56,57 -> 58 : 2
57,47,37 -> 47 : 1
57,47,37 -> 38 : 1
78,77,67 -> 77 : 1
67,77,67 -> 68 : 1
73,63,64 -> 63 : 1
83,73,63 -> 64 : 1
74,84,94 -> 95 : 1
6,96,95 -> 5 : 1
94,95,5 -> 6 : 1
67,68,78 -> 77 : 1
67,68,78 -> 68 : 1
***** Observation. ORDER 4 *****
24,23,33,23 -> 33 : 1
33,23,33,23 -> 22 : 1
93,83,93,3 -> 93 : 1
73,83,93,3 -> 2 : 1
3,93,83,93 -> 3 : 1
3,93,83,93 -> 92 : 1
4,3,93,83 -> 93 : 1
93,3,93,83 -> 93 : 1
47,48,58,48 -> 58 : 1
58,48,58,48 -> 58 : 1
48,58,48,58 -> 48 : 1
48,58,48,58 -> 59 : 1
44,54,55,54 -> 55 : 1
44,54,55,54 -> 44 : 1
55,54,55,54 -> 55 : 2
55,54,55,54 -> 53 : 1
53,54,55,54 -> 53 : 1
54,55,54,55 -> 54 : 1
54,55,54,55 -> 65 : 1
54,55,54,55 -> 45 : 1
96,86,87,86 -> 87 : 1
96,86,87,86 -> 76 : 1
87,86,87,86 -> 87 : 1
87,86,87,86 -> 96 : 1
86,87,86,87 -> 86 : 1
86,87,86,87 -> 97 : 1
54,53,43,53 -> 54 : 1
54,53,43,53 -> 63 : 1
44,54,53,43 -> 53 : 1
55,54,53,43 -> 53 : 1
1,0,90,0 -> 90 : 1
90,0,90,0 -> 9 : 1
89,99,89,79 -> 78 : 1
98,99,89,79 -> 70 : 1
89,79,70,79 -> 70 : 1
70,79,70,79 -> 70 : 1
79,70,79,70 -> 79 : 1
79,70,79,70 -> 80 : 2
56,55,45,35 -> 36 : 1
56,55,45,35 -> 34 : 1
35,36,46,56 -> 55 : 1
26,36,46,56 -> 66 : 1
46,56,55,45 -> 35 : 1
66,56,55,45 -> 35 : 1
45,46,47,46 -> 47 : 1
47,46,47,46 -> 56 : 1
29,19,29,28 -> 18 : 1
18,19,29,28 -> 38 : 1
44,45,44,45 -> 46 : 1
55,45,44,45 -> 35 : 1
70,80,81,91 -> 92 : 1
70,80,81,91 -> 1 : 1
89,80,81,91 -> 1 : 1
82,83,93,83 -> 82 : 2
82,83,93,83 -> 84 : 1
92,82,83,93 -> 83 : 1
83,82,83,93 -> 83 : 1
67,66,76,66 -> 76 : 1
76,66,76,66 -> 67 : 1
76,66,76,66 -> 56 : 1
76,66,67,66 -> 76 : 1
76,66,67,66 -> 56 : 1
86,76,66,67 -> 66 : 1
66,76,66,67 -> 66 : 1
57,47,48,49 -> 48 : 1
37,47,48,49 -> 40 : 1
85,86,87,77 -> 76 : 1
76,86,87,77 -> 67 : 1
77,67,57,67 -> 57 : 1
77,67,57,67 -> 77 : 1
57,67,57,67 -> 57 : 1
57,67,57,67 -> 77 : 1
67,57,67,57 -> 67 : 1
67,57,67,57 -> 58 : 1
51,61,71,61 -> 60 : 2
51,61,71,61 -> 62 : 1
82,72,71,61 -> 60 : 1
71,72,71,61 -> 62 : 1
41,51,61,71 -> 61 : 1
52,51,61,71 -> 61 : 1
83,82,72,71 -> 61 : 1
83,82,72,71 -> 72 : 1
61,71,61,60 -> 61 : 1
72,71,61,60 -> 69 : 1
72,71,61,62 -> 52 : 1
61,71,61,62 -> 72 : 1
74,84,83,82 -> 72 : 1
94,84,83,82 -> 72 : 1
84,83,82,72 -> 71 : 2
8,98,99,98 -> 99 : 1
99,98,99,98 -> 97 : 1
72,73,72,71 -> 72 : 1
83,73,72,71 -> 61 : 1
71,70,79,70 -> 79 : 1
71,72,73,72 -> 71 : 1
71,72,73,72 -> 73 : 2
70,71,72,73 -> 72 : 1
72,71,72,73 -> 72 : 1
47,46,45,46 -> 45 : 2
47,46,45,46 -> 56 : 1
45,46,45,46 -> 36 : 1
73,72,71,72 -> 71 : 1
71,72,71,72 -> 71 : 1
71,72,71,72 -> 82 : 1
72,71,72,71 -> 72 : 1
72,71,72,71 -> 61 : 1
89,99,98,99 -> 90 : 1
9,99,98,99 -> 90 : 1
99,98,99,90 -> 91 : 1
99,98,99,90 -> 0 : 1
92,2,1,0 -> 9 : 1
1,2,1,0 -> 10 : 1
52,53,52,42 -> 41 : 1
52,53,52,42 -> 43 : 1
42,52,53,52 -> 42 : 1
42,52,53,52 -> 51 : 1
51,52,53,52 -> 42 : 1
32,42,52,53 -> 52 : 1
41,42,52,53 -> 52 : 1
73,72,73,72 -> 62 : 1
48,58,59,69 -> 60 : 1
57,58,59,69 -> 59 : 1
58,59,69,59 -> 69 : 1
69,59,69,59 -> 58 : 1
48,58,59,58 -> 59 : 1
59,58,59,58 -> 48 : 1
47,48,58,59 -> 58 : 1
47,48,58,59 -> 69 : 1
58,48,58,59 -> 50 : 1
56,66,56,46 -> 56 : 1
65,66,56,46 -> 36 : 1
57,56,46,36 -> 46 : 1
66,56,46,36 -> 37 : 1
59,58,59,49 -> 59 : 2
58,59,49,59 -> 69 : 2
49,59,58,59 -> 49 : 2
48,49,59,58 -> 59 : 1
39,49,59,58 -> 59 : 1
59,49,59,69 -> 68 : 1
59,49,59,69 -> 60 : 1
63,53,52,42 -> 52 : 1
63,53,52,42 -> 41 : 1
62,63,53,52 -> 42 : 1
64,63,53,52 -> 42 : 1
43,42,52,62 -> 63 : 1
52,42,52,62 -> 72 : 1
72,82,81,82 -> 92 : 1
83,82,81,82 -> 72 : 1
83,82,81,82 -> 81 : 1
37,38,28,38 -> 28 : 1
28,38,28,38 -> 39 : 1
37,27,28,27 -> 28 : 1
28,27,28,27 -> 37 : 1
43,44,45,55 -> 54 : 1
54,44,45,55 -> 54 : 1
44,45,55,54 -> 53 : 2
65,55,54,53 -> 43 : 1
45,55,54,53 -> 63 : 1
45,55,54,53 -> 54 : 1
49,48,58,59 -> 58 : 1
94,93,94,4 -> 3 : 1
3,93,94,4 -> 94 : 1
15,25,35,25 -> 26 : 1
26,25,35,25 -> 15 : 1
56,55,54,55 -> 54 : 1
55,45,35,34 -> 44 : 1
46,45,35,34 -> 35 : 1
74,73,63,73 -> 63 : 1
63,73,63,73 -> 83 : 1
20,29,19,10 -> 20 : 1
19,29,19,10 -> 19 : 1
18,19,10,20 -> 29 : 1
29,19,10,20 -> 30 : 1
31,21,31,30 -> 31 : 1
20,21,31,30 -> 39 : 1
41,31,30,31 -> 41 : 1
21,31,30,31 -> 41 : 1
30,31,41,31 -> 30 : 1
30,31,41,31 -> 21 : 1
20,30,31,41 -> 31 : 1
31,30,31,41 -> 31 : 1
31,30,31,41 -> 42 : 1
10,0,9,0 -> 9 : 1
9,0,9,0 -> 90 : 1
0,90,99,90 -> 99 : 1
99,90,99,90 -> 91 : 1
90,99,90,91 -> 1 : 1
9,99,90,91 -> 92 : 1
2,3,13,14 -> 4 : 1
93,3,13,14 -> 4 : 1
3,13,14,4 -> 5 : 1
3,13,14,4 -> 3 : 1
49,48,47,48 -> 58 : 1
49,48,47,48 -> 47 : 1
47,48,47,48 -> 38 : 1
47,48,47,48 -> 47 : 1
67,68,58,68 -> 67 : 1
58,68,58,68 -> 69 : 1
98,99,9,8 -> 9 : 2
9,99,9,8 -> 98 : 1
9,99,9,8 -> 7 : 1
7,97,98,97 -> 98 : 1
98,97,98,97 -> 7 : 1
87,97,7,8 -> 18 : 1
98,97,7,8 -> 7 : 1
97,7,8,18 -> 28 : 1
17,7,8,18 -> 28 : 1
8,7,8,18 -> 17 : 1
7,8,18,28 -> 27 : 1
7,8,18,28 -> 29 : 1
9,8,18,28 -> 29 : 1
18,28,29,28 -> 29 : 1
29,28,29,28 -> 27 : 1
26,16,17,16 -> 6 : 1
6,16,17,16 -> 15 : 1
8,18,28,29 -> 28 : 1
8,18,28,29 -> 20 : 1
12,2,92,91 -> 92 : 1
92,2,92,91 -> 81 : 1
71,81,82,81 -> 82 : 2
82,81,82,81 -> 80 : 1
82,81,82,81 -> 91 : 1
17,27,28,18 -> 8 : 1
28,27,28,18 -> 8 : 1
28,18,8,18 -> 28 : 1
28,18,8,18 -> 8 : 1
27,28,18,8 -> 18 : 2
15,25,26,16 -> 17 : 1
26,25,26,16 -> 15 : 1
1,11,10,0 -> 9 : 1
12,11,10,0 -> 1 : 1
9,0,1,11 -> 10 : 1
10,0,1,11 -> 12 : 1
9,19,10,20 -> 10 : 1
10,19,10,20 -> 21 : 1
43,33,32,33 -> 32 : 1
32,33,32,33 -> 23 : 1
33,32,33,32 -> 22 : 1
22,32,33,32 -> 31 : 1
42,32,33,32 -> 33 : 1
32,33,32,22 -> 32 : 1
23,33,32,22 -> 23 : 1
96,95,85,95 -> 94 : 1
96,95,85,95 -> 85 : 1
94,95,85,95 -> 94 : 1
85,95,94,95 -> 85 : 1
85,95,94,95 -> 5 : 1
85,95,94,95 -> 94 : 1
95,85,95,94 -> 95 : 2
4,3,93,3 -> 93 : 1
93,3,93,3 -> 93 : 1
3,93,3,93 -> 3 : 1
3,93,3,93 -> 83 : 1
93,83,84,83 -> 84 : 1
84,83,84,83 -> 93 : 1
35,45,55,45 -> 44 : 1
46,45,55,45 -> 35 : 1
92,82,81,82 -> 81 : 1
81,82,81,82 -> 72 : 2
20,21,31,32 -> 22 : 1
22,21,31,32 -> 42 : 1
31,21,31,32 -> 33 : 1
31,32,42,32 -> 42 : 1
42,32,42,32 -> 42 : 1
42,32,42,32 -> 31 : 1
21,31,32,42 -> 32 : 1
30,31,32,42 -> 43 : 1
32,42,32,42 -> 32 : 2
66,67,77,87 -> 77 : 1
66,67,77,87 -> 86 : 1
57,67,77,87 -> 86 : 1
57,67,77,87 -> 77 : 1
48,47,57,47 -> 57 : 1
46,47,57,47 -> 48 : 1
2,1,2,12 -> 11 : 1
0,1,2,12 -> 13 : 1
82,72,71,72 -> 62 : 1
62,72,71,72 -> 82 : 1
62,72,71,72 -> 71 : 1
62,61,62,72 -> 71 : 1
71,61,62,72 -> 62 : 1
92,82,72,71 -> 72 : 1
72,82,72,71 -> 81 : 1
54,55,65,55 -> 65 : 1
65,55,65,55 -> 54 : 1
55,65,55,65 -> 75 : 1
75,65,55,65 -> 55 : 1
55,45,35,45 -> 35 : 1
35,45,35,45 -> 46 : 1
71,81,71,70 -> 60 : 1
71,81,71,70 -> 79 : 1
91,81,71,70 -> 71 : 3
91,81,71,70 -> 79 : 1
63,62,61,71 -> 81 : 1
72,62,61,71 -> 72 : 1
81,91,81,71 -> 70 : 2
81,71,70,71 -> 81 : 2
71,70,71,81 -> 80 : 1
71,70,71,81 -> 91 : 1
82,81,91,81 -> 71 : 1
80,81,91,81 -> 71 : 1
50,51,61,51 -> 41 : 1
41,51,61,51 -> 52 : 1
37,38,48,49 -> 39 : 1
39,38,48,49 -> 39 : 1
48,49,40,49 -> 40 : 1
40,49,40,49 -> 48 : 1
48,49,39,49 -> 39 : 1
48,49,39,49 -> 59 : 1
39,49,39,49 -> 48 : 1
39,49,39,49 -> 40 : 1
40,49,48,47 -> 46 : 1
39,49,48,47 -> 57 : 1
38,48,49,39 -> 38 : 1
38,48,49,39 -> 49 : 1
75,76,66,56 -> 55 : 1
77,76,66,56 -> 55 : 1
66,76,75,76 -> 66 : 1
75,76,75,76 -> 86 : 1
76,66,56,55 -> 54 : 1
76,66,56,55 -> 65 : 1
56,66,56,55 -> 45 : 1
34,24,34,44 -> 34 : 1
23,24,34,44 -> 34 : 1
44,34,33,23 -> 22 : 1
24,34,33,23 -> 24 : 1
43,33,23,22 -> 21 : 1
34,33,23,22 -> 23 : 1
39,38,48,47 -> 37 : 1
37,38,48,47 -> 48 : 1
14,24,34,24 -> 34 : 1
34,24,34,24 -> 34 : 1
34,24,34,24 -> 23 : 1
24,34,24,34 -> 44 : 1
24,34,24,34 -> 24 : 1
35,34,24,34 -> 24 : 1
22,23,24,34 -> 33 : 1
33,23,24,34 -> 44 : 1
24,34,44,34 -> 33 : 1
24,34,44,34 -> 35 : 1
3,93,92,82 -> 81 : 1
92,93,92,82 -> 81 : 1
92,82,81,91 -> 90 : 1
92,82,81,91 -> 1 : 1
91,92,82,81 -> 71 : 1
93,92,82,81 -> 91 : 2
35,45,46,45 -> 44 : 1
35,45,46,45 -> 35 : 1
44,45,46,45 -> 44 : 1
55,45,46,45 -> 44 : 1
45,46,45,44 -> 43 : 1
45,46,45,44 -> 45 : 1
45,46,45,44 -> 54 : 1
5,4,3,2 -> 3 : 1
94,4,3,2 -> 12 : 1
93,83,93,83 -> 84 : 1
83,82,83,84 -> 94 : 1
81,82,83,84 -> 74 : 1
93,83,84,94 -> 4 : 1
82,83,84,94 -> 95 : 1
84,94,95,94 -> 95 : 1
95,94,95,94 -> 4 : 1
5,95,85,95 -> 5 : 1
85,95,85,95 -> 94 : 1
94,95,94,95 -> 96 : 1
92,93,83,82 -> 83 : 1
83,93,83,82 -> 81 : 1
12,22,23,22 -> 23 : 1
23,22,23,22 -> 21 : 1
93,83,82,81 -> 80 : 1
73,83,82,81 -> 82 : 1
64,54,53,54 -> 53 : 1
53,54,53,54 -> 53 : 1
54,53,54,53 -> 54 : 1
54,53,54,53 -> 43 : 1
60,50,59,50 -> 59 : 1
59,50,59,50 -> 40 : 1
70,79,78,77 -> 87 : 1
78,79,78,77 -> 76 : 1
86,87,77,87 -> 88 : 1
88,87,77,87 -> 77 : 1
78,77,87,86 -> 76 : 1
76,77,87,86 -> 87 : 1
90,80,81,91 -> 92 : 1
67,57,67,77 -> 87 : 1
67,57,67,77 -> 76 : 1
48,47,48,47 -> 48 : 1
48,47,48,47 -> 46 : 1
41,40,30,20 -> 10 : 1
30,40,30,20 -> 21 : 1
90,91,1,2 -> 3 : 1
1,91,1,2 -> 3 : 1
3,13,12,2 -> 1 : 1
23,13,12,2 -> 1 : 1
91,1,2,3 -> 13 : 1
91,1,2,3 -> 4 : 1
2,12,22,32 -> 31 : 1
13,12,22,32 -> 33 : 1
42,43,33,34 -> 44 : 1
33,43,33,34 -> 44 : 1
43,33,34,44 -> 54 : 1
43,33,34,44 -> 45 : 1
34,44,45,44 -> 45 : 1
45,44,45,44 -> 54 : 1
64,54,55,54 -> 55 : 1
54,55,65,64 -> 74 : 1
65,55,65,64 -> 54 : 1
64,54,53,52 -> 42 : 1
55,54,53,52 -> 51 : 1
33,34,44,45 -> 35 : 1
35,34,44,45 -> 44 : 1
34,44,45,35 -> 45 : 1
43,44,45,35 -> 34 : 1
4,3,13,12 -> 13 : 1
93,3,13,12 -> 2 : 1
13,12,13,12 -> 13 : 2
3,13,12,13 -> 12 : 1
12,13,12,13 -> 12 : 1
12,13,12,13 -> 14 : 1
22,12,13,14 -> 24 : 1
13,12,13,14 -> 15 : 1
15,5,4,3 -> 13 : 1
4,5,4,3 -> 2 : 1
96,95,5,95 -> 85 : 1
85,95,5,95 -> 94 : 1
85,95,5,95 -> 96 : 1
64,54,64,54 -> 55 : 1
55,54,64,54 -> 53 : 1
68,58,48,58 -> 68 : 1
68,58,48,58 -> 57 : 1
59,69,59,58 -> 48 : 1
59,69,59,58 -> 68 : 1
79,69,59,58 -> 68 : 1
79,69,59,58 -> 57 : 1
78,68,58,48 -> 58 : 1
58,68,58,48 -> 58 : 1
68,69,79,69 -> 79 : 1
79,69,79,69 -> 59 : 1
29,39,38,39 -> 38 : 1
38,39,38,39 -> 38 : 1
59,58,48,47 -> 57 : 1
57,58,48,47 -> 37 : 1
39,38,39,38 -> 39 : 1
39,38,39,38 -> 37 : 1
25,15,16,6 -> 7 : 1
14,15,16,6 -> 5 : 1
97,87,77,87 -> 77 : 1
77,87,77,87 -> 97 : 1
5,95,5,95 -> 85 : 1
59,58,68,67 -> 68 : 1
68,58,68,67 -> 68 : 1
58,68,67,68 -> 69 : 1
58,68,67,68 -> 67 : 1
8,9,99,9 -> 0 : 1
0,9,99,9 -> 8 : 1
99,9,8,9 -> 8 : 1
8,9,8,9 -> 99 : 1
99,9,0,9 -> 99 : 1
8,9,0,9 -> 0 : 1
9,8,9,8 -> 18 : 1
7,8,9,8 -> 9 : 1
13,3,4,94 -> 93 : 1
93,3,4,94 -> 93 : 1
3,4,94,93 -> 83 : 1
3,4,94,93 -> 94 : 1
81,71,70,79 -> 69 : 2
71,70,79,69 -> 60 : 2
89,79,69,60 -> 50 : 1
70,79,69,60 -> 70 : 1
70,79,69,60 -> 50 : 1
79,69,60,50 -> 60 : 1
79,69,60,50 -> 51 : 1
82,81,71,70 -> 80 : 1
82,81,71,70 -> 60 : 1
50,60,70,71 -> 81 : 1
69,60,70,71 -> 81 : 1
60,70,71,81 -> 71 : 1
60,70,71,81 -> 82 : 1
60,70,71,81 -> 80 : 1
67,77,76,77 -> 76 : 1
76,77,76,77 -> 87 : 1
51,61,62,61 -> 60 : 1
60,61,62,61 -> 60 : 1
61,62,61,60 -> 69 : 2
61,60,69,60 -> 70 : 1
69,60,69,60 -> 70 : 1
70,60,69,60 -> 61 : 1
62,61,60,69 -> 60 : 1
62,61,60,69 -> 59 : 1
60,69,60,70 -> 80 : 1
60,69,60,70 -> 71 : 1
60,70,80,89 -> 99 : 1
79,70,80,89 -> 80 : 1
80,70,71,81 -> 82 : 1
65,55,45,55 -> 45 : 1
45,55,45,55 -> 56 : 1
19,10,20,30 -> 20 : 1
20,10,20,30 -> 39 : 1
20,21,31,21 -> 11 : 1
22,21,31,21 -> 11 : 1
21,31,21,11 -> 12 : 1
21,31,21,11 -> 10 : 1
11,12,22,12 -> 13 : 1
11,12,22,12 -> 22 : 1
22,12,22,12 -> 11 : 1
21,11,12,22 -> 12 : 1
1,11,12,22 -> 12 : 1
49,40,41,42 -> 41 : 1
41,40,41,42 -> 52 : 1
45,46,45,35 -> 36 : 2
46,45,46,45 -> 35 : 1
57,47,46,45 -> 46 : 1
46,47,46,45 -> 46 : 1
46,47,46,45 -> 35 : 1
46,45,35,36 -> 46 : 1
46,45,35,36 -> 37 : 1
69,79,78,68 -> 69 : 1
70,79,78,68 -> 67 : 1
58,59,50,60 -> 50 : 1
69,59,50,60 -> 70 : 1
40,41,51,61 -> 71 : 1
31,41,51,61 -> 60 : 1
60,61,71,61 -> 51 : 1
60,61,71,61 -> 71 : 1
71,61,60,61 -> 71 : 1
51,61,60,61 -> 71 : 1
61,60,61,71 -> 81 : 1
61,60,61,71 -> 61 : 1
70,60,61,71 -> 61 : 1
43,33,23,33 -> 23 : 1
23,33,23,33 -> 32 : 1
85,84,94,4 -> 14 : 1
94,84,94,4 -> 5 : 1
76,75,65,64 -> 63 : 1
76,75,65,64 -> 65 : 1
75,65,64,65 -> 64 : 1
64,65,64,65 -> 55 : 1
75,76,75,65 -> 64 : 1
66,76,75,65 -> 64 : 1
54,55,45,46 -> 45 : 1
45,55,45,46 -> 36 : 1
44,45,46,36 -> 35 : 1
55,45,46,36 -> 26 : 1
54,55,56,66 -> 56 : 1
65,55,56,66 -> 65 : 1
66,56,46,47 -> 37 : 1
55,56,46,47 -> 46 : 1
35,36,26,36 -> 26 : 1
26,36,26,36 -> 37 : 1
37,47,46,45 -> 55 : 1
56,66,76,66 -> 65 : 1
66,56,57,56 -> 57 : 1
57,56,57,56 -> 66 : 1
65,55,56,57 -> 58 : 1
56,55,56,57 -> 58 : 1
55,56,57,58 -> 68 : 2
56,57,58,68 -> 58 : 1
56,57,58,68 -> 67 : 1
58,57,47,37 -> 47 : 1
67,57,47,37 -> 38 : 1
74,84,94,95 -> 85 : 1
85,84,94,95 -> 5 : 1
68,67,68,78 -> 77 : 1
77,67,68,78 -> 68 : 1
***** Observation. ORDER 5 *****
4,3,93,83,93 -> 3 : 1
93,3,93,83,93 -> 92 : 1
47,48,58,48,58 -> 48 : 1
58,48,58,48,58 -> 59 : 1
44,54,55,54,55 -> 54 : 1
55,54,55,54,55 -> 65 : 1
96,86,87,86,87 -> 86 : 1
87,86,87,86,87 -> 97 : 1
44,54,53,43,53 -> 54 : 1
55,54,53,43,53 -> 63 : 1
89,79,70,79,70 -> 79 : 1
70,79,70,79,70 -> 80 : 1
46,56,55,45,35 -> 36 : 1
66,56,55,45,35 -> 34 : 1
92,82,83,93,83 -> 82 : 1
83,82,83,93,83 -> 84 : 1
86,76,66,67,66 -> 76 : 1
66,76,66,67,66 -> 56 : 1
77,67,57,67,57 -> 67 : 1
57,67,57,67,57 -> 58 : 1
41,51,61,71,61 -> 60 : 1
52,51,61,71,61 -> 62 : 1
84,83,82,72,71 -> 61 : 1
84,83,82,72,71 -> 72 : 1
74,84,83,82,72 -> 71 : 1
94,84,83,82,72 -> 71 : 1
70,71,72,73,72 -> 71 : 1
72,71,72,73,72 -> 73 : 1
73,72,71,72,71 -> 72 : 1
71,72,71,72,71 -> 61 : 1
89,99,98,99,90 -> 91 : 1
9,99,98,99,90 -> 0 : 1
42,52,53,52,42 -> 41 : 1
51,52,53,52,42 -> 43 : 1
32,42,52,53,52 -> 42 : 1
41,42,52,53,52 -> 51 : 1
49,59,58,59,49 -> 59 : 2
59,58,59,49,59 -> 69 : 2
48,49,59,58,59 -> 49 : 1
39,49,59,58,59 -> 49 : 1
58,59,49,59,69 -> 68 : 1
58,59,49,59,69 -> 60 : 1
62,63,53,52,42 -> 52 : 1
64,63,53,52,42 -> 41 : 1
43,44,45,55,54 -> 53 : 1
54,44,45,55,54 -> 53 : 1
44,45,55,54,53 -> 63 : 1
